codeINSEE,communeINSEE,codePostal,latitude,longitude,departement
88447,SAULXURES SUR MOSELOTTE,88290,47.9512129215,6.77493861259,88
56179,PONT SCORFF,56620,47.839096749,-3.41967999137,56
49331,SEGRE,49500,47.7016654227,-0.863354104119,49
06099,PUGET THENIERS,6260,43.9521649219,6.90609311435,6
87169,ST MAURICE LES BROUSSES,87800,45.6997312165,1.24152185921,87
50532,ST PAIR SUR MER,50380,48.8023738223,-1.54696599127,50
29284,TREFFIAGAT,29730,47.8049042408,-4.2597485124,29
14562,ST AUBIN SUR MER,14750,49.3224328819,-0.39282763592,14
63063,CEBAZAT,63118,45.8318909179,3.10802814876,63
36031,BUZANCAIS,36500,46.8875380464,1.41254913131,36
33090,CANEJAN,33610,44.7598891584,-0.65697711026,33
84008,LE BARROUX,84330,44.1547724058,5.09918948911,84
86253,SANXAY,86600,46.4960318018,-0.00840229241339,86
37020,BEAULIEU LES LOCHES,37600,47.1281892877,1.02294110179,37
21464,NUITS ST GEORGES,21700,47.146518392,4.9385500417,21
50218,GRANVILLE,50400,48.8327078372,-1.56670866413,50
46309,SOUILLAC,46200,44.9069531608,1.46396482842,46
08230,HOULDIZY,8090,49.812785683,4.6695029327,8
76231,ELBEUF,76500,49.2767979948,0.997154590875,76
72008,ARNAGE,72230,47.9292220095,0.191344248929,72
45087,CHATILLON SUR LOIRE,45360,47.5721313447,2.73594191784,45
33032,BASSENS,33530,44.9084140601,-0.525868280903,33
31584,VILLEMUR SUR TARN,31340,43.8644095962,1.49043812706,31
67359,OHLUNGEN,67170,48.8121908123,7.69421854068,67
35049,CANCALE,35260,48.6835209896,-1.8650827351,35
01249,MIRIBEL,1700,45.8442099203,4.94106746787,1
01378,ST MAURICE DE GOURDANS,1800,45.8200191939,5.16980415584,1
89405,TAINGY,89560,47.6123914189,3.40803434271,89
21617,TALANT,21240,47.3388300285,4.99779516001,21
71306,MONTCEAU LES MINES,71300,46.6762539128,4.3540960404,71
32462,VIC FEZENSAC,32190,43.762029942,0.297842185088,32
53047,CARELLES,53120,48.3887876245,-0.899702305853,53
97112,GRAND BOURG,97112,15.9060600751,-61.2943821122,971
09105,DAUMAZAN SUR ARIZE,9350,43.1445751789,1.30386151934,9
31435,POUCHARRAMET,31370,43.423058709,1.16684453964,31
49244,LA POMMERAYE,49620,47.3429800481,-0.869186945487,49
43080,CRAPONNE SUR ARZON,43500,45.3318549451,3.85314004519,43
26325,ST RAMBERT D ALBON,26140,45.2891075425,4.8312134754,26
22330,ST THELO,22460,48.2459300421,-2.84098515337,22
72349,TEILLE,72290,48.1849465917,0.188449766884,72
03310,VICHY,3200,46.1300051383,3.42442081174,3
35323,LA SELLE EN COGLES,35460,48.438498732,-1.33753495005,35
29230,QUERRIEN,29310,47.9553937645,-3.54781313088,29
01173,GEX,1170,46.3471891747,6.04650555568,1
78062,BEYNES,78650,48.854444414,1.86989017513,78
78380,MAULE,78580,48.9078548612,1.83959534526,78
62826,LE TOUQUET PARIS PLAGE,62520,50.5083984501,1.59923820583,62
59599,TOURCOING,59200,50.7254418902,3.15882757215,59
49125,DOUE LA FONTAINE,49700,47.1914715686,-0.278336056087,49
78536,SAILLY,78440,49.0430008047,1.79368235837,78
32307,PAVIE,32550,43.605614575,0.589850870884,32
83085,LA MOTTE,83920,43.5078511168,6.55055399937,83
32167,LAAS,32170,43.4720603975,0.301177050148,32
49246,LES PONTS DE CE,49130,47.4272536106,-0.512677371617,49
56255,TREFFLEAN,56250,47.6781213314,-2.62203549701,56
17008,ANDILLY,17230,46.2630044811,-1.01765756102,17
06095,PEYMEINADE,6530,43.6305294544,6.88166520884,6
73303,UGINE,73400,45.7718876928,6.43266345275,73
22282,ST CAST LE GUILDO,22380,48.6037155601,-2.24912296088,22
81218,PUYGOUZON,81990,43.8884573228,2.16955643928,81
35162,LOUVIGNE DU DESERT,35420,48.4868885908,-1.12369660788,35
17485,LE GRAND VILLAGE PLAGE,17370,45.8620787516,-1.24274513266,17
34146,LUNEL VIEL,34400,43.6826642395,4.08422296335,34
53147,MAYENNE,53100,48.3074609449,-0.614799950799,53
44108,MOUZILLON,44330,47.1293076835,-1.27378859416,44
74081,CLUSES,74300,46.0631088613,6.57892080059,74
38422,ST MARTIN D URIAGE,38410,45.1533114965,5.85697188801,38
22147,MERDRIGNAC,22230,48.1936252026,-2.39598361343,22
54276,JEANDELAINCOURT,54114,48.846525852,6.24307502417,54
85194,LES SABLES D OLONNE,85100,46.5007612799,-1.79255128677,85
92019,CHATENAY MALABRY,92290,48.7681690197,2.26282598525,92
77111,CHESSY,77700,48.8723310998,2.77039964715,77
30321,SOMMIERES,30250,43.7756118498,4.08232743857,30
69064,CONDRIEU,69420,45.4743083818,4.75671075164,69
02680,ST GOBAIN,2410,49.5953887213,3.39411143672,2
87202,VEYRAC,87520,45.9034537819,1.09001899064,87
26058,BOURG LES VALENCE,26500,44.9651094188,4.89411636376,26
33067,BOURG,33710,45.0398664572,-0.547187308975,33
49197,MEIGNE LE VICOMTE,49490,47.5125846986,0.188043785469,49
85113,L ILE D YEU,85350,46.7093514816,-2.34712702345,85
26065,CHABRILLAN,26400,44.713669067,4.96072243187,26
35128,GUIPEL,35440,48.2923904516,-1.72349623823,35
29190,PLOUGONVELIN,29217,48.3513274854,-4.71760872698,29
40001,AIRE SUR ADOUR,40800,43.6983525736,-0.265145513574,40
31169,ESCALQUENS,31750,43.5209125935,1.55243226997,31
13097,ST MARTIN DE CRAU,13310,43.6119214615,4.85701475567,13
66107,MAURY,66460,42.8152827939,2.61292653306,66
11202,LEUCATE,11370,42.8993650672,3.02676038573,11
02340,GAUCHY,2430,49.8234688599,3.28649189661,2
86082,COUHE,86700,46.2960515844,0.179497066899,86
63470,VOLVIC,63530,45.8681922975,3.01900139762,63
37072,CHINON,37500,47.1723001595,0.245084664558,37
21179,CLENAY,21490,47.4135413138,5.11448988395,21
30037,BESSEGES,30160,44.290395291,4.10784015546,30
34327,VENDARGUES,34740,43.6610457488,3.96283033113,34
67551,WOLFISHEIM,67202,48.5869426788,7.66313638698,67
64094,BARDOS,64520,43.4681224323,-1.22301840969,64
84068,LOURMARIN,84160,43.7780333839,5.36616174066,84
37282,YZEURES SUR CREUSE,37290,46.7902872236,0.876208149129,37
01049,LA BOISSE,1120,45.8446213549,5.02783224111,1
26176,MARSANNE,26740,44.640273082,4.88311372596,26
87108,NOUIC,87330,46.0620120225,0.915164140935,87
44069,GUERANDE,44350,47.3313320913,-2.41703658813,44
59136,LE CATEAU CAMBRESIS,59360,50.0920093814,3.53922472873,59
nan,NAN,nan,nan,nan,nan
